nome,genero,data,cidade,estado
Homerus Cabrera,Male,05/01/2000,Staten Island,New York
Papagena Stibbs,Female,13/11/1999,Shawnee Mission,Kansas
Guy McDade,Male,10/03/2000,Shawnee Mission,Kansas
Gare Strank,Male,15/11/1999,Wichita,Kansas
Eben Harms,Male,26/12/1999,Bronx,New York
Angelia Troyes,Female,26/12/1999,Shawnee Mission,Kansas
Bren Doers,Male,19/02/2000,Albany,New York
Lucas Tungate,Male,04/03/2000,Wichita,Kansas
Rhys Weddup,Male,24/01/2000,Port Washington,New York
Karine Cervantes,Female,08/10/1999,Topeka,Kansas
Marcellus Balle,Male,13/01/2000,Brooklyn,New York
Wallace Petford,Male,18/01/2000,Utica,New York
Nataniel Pieracci,Male,25/10/1999,Shawnee Mission,Kansas
Hamel Irwin,Male,23/02/2000,Jamaica,New York
Phillida Oldale,Female,26/02/2000,Jamaica,New York
Brnaby Giacomasso,Male,08/01/2000,White Plains,New York
Rance Woollard,Male,25/01/2000,New York City,New York
Bryn Finnan,Male,02/10/1999,New York City,New York
Rubina Beavington,Female,03/02/2000,New York City,New York
Elfrida Stickel,Female,22/11/1999,New York City,New York
Correy Iaduccelli,Female,03/12/1999,New York City,New York
Tomasina Haugen,Female,01/12/1999,Bronx,New York
Natividad Barwell,Female,07/01/2000,Jamaica,New York
Tessie Ravenhills,Female,13/10/1999,Brooklyn,New York
Jimmy Moultrie,Male,08/02/2000,Brooklyn,New York
Tabbie Python,Male,01/02/2000,Syracuse,New York
Kermy Krochmann,Male,10/02/2000,Syracuse,New York
Liza Puleston,Female,15/01/2000,New York City,New York
Theo Clampin,Male,17/11/1999,New York City,New York
Portie Gauden,Male,14/03/2000,White Plains,New York
Paige Molineux,Female,14/02/2000,New York City,New York
Carmencita Kitto,Female,10/11/1999,New York City,New York
Cherri Frensch,Female,18/01/2000,Jamaica,New York
Melina Cabel,Female,30/03/2000,Brooklyn,New York
Kristien Lots,Female,09/03/2000,New York City,New York
Bartolemo Mackison,Male,04/10/1999,New York City,New York
Grace Sangwin,Male,06/12/1999,New York City,New York
Corbet Vanyushkin,Male,06/11/1999,Syracuse,New York
Davine De Bruijn,Female,12/01/2000,Albany,New York
Constantino McKiernan,Male,26/02/2000,Rochester,New York
Hans Risely,Male,23/02/2000,Jamaica,New York
Onofredo Passby,Male,17/02/2000,Kansas City,Kansas
Yorker Twinn,Male,17/12/1999,New York City,New York
Ardith Louca,Female,02/02/2000,Rochester,New York
Rem Grubbe,Male,24/12/1999,Buffalo,New York
Franchot Martinelli,Male,11/03/2000,New York City,New York
Buddie Bridie,Male,06/01/2000,New York City,New York
Micky Lingard,Male,27/10/1999,Shawnee Mission,Kansas
Cornell Voak,Male,07/02/2000,Rochester,New York
Cliff Epsley,Male,25/10/1999,New York City,New York
Emery Tidcombe,Male,25/02/2000,New York City,New York
Bobinette Caddock,Female,05/03/2000,Mount Vernon,New York
Ingaborg Jeanesson,Female,10/10/1999,Buffalo,New York
Aubrie Goodey,Female,04/11/1999,New York City,New York
Ronald Primak,Male,10/01/2000,Bronx,New York
Trev Louden,Male,26/01/2000,New York City,New York
Kippy Eastam,Male,12/01/2000,Buffalo,New York
Ferrel Willmett,Male,28/03/2000,Staten Island,New York
Loralyn Tevelov,Female,11/11/1999,Elmira,New York
Sergei Antonich,Male,07/11/1999,Rochester,New York
Neile Simao,Female,26/03/2000,New Hyde Park,New York
Aimee Ripley,Female,26/03/2000,Shawnee Mission,Kansas
Nikolia Kitcat,Female,16/01/2000,New York City,New York
Titos Beefon,Male,14/01/2000,Topeka,Kansas
Graham Roderigo,Male,07/02/2000,Rochester,New York
Ermanno Thamelt,Male,19/03/2000,Albany,New York
Sheppard Center,Male,09/11/1999,Utica,New York
Catharina Cattroll,Female,31/12/1999,Shawnee Mission,Kansas
Marcile Hachette,Female,15/02/2000,Buffalo,New York
Danyelle Harmar,Female,30/01/2000,Albany,New York
Carlie Nand,Male,21/10/1999,New York City,New York
Domini Naish,Female,22/12/1999,Great Neck,New York
Jeane Scurrell,Female,19/02/2000,Wichita,Kansas
Curcio Tripon,Male,15/01/2000,Shawnee Mission,Kansas
Berni Bielfelt,Female,22/10/1999,Wichita,Kansas
Alex Brazier,Male,11/02/2000,New York City,New York
Loralee Ingledew,Female,31/10/1999,Hicksville,New York
Rickey Farries,Male,22/03/2000,New York City,New York
Mady MacCaull,Female,10/01/2000,Jamaica,New York
Gannon Wennington,Male,16/11/1999,Wichita,Kansas
Kerr Yannikov,Male,05/12/1999,Topeka,Kansas
Quinlan Sidwick,Male,03/10/1999,Shawnee Mission,Kansas
Ruddie Glenfield,Male,03/01/2000,Albany,New York
Codi Molen,Male,10/11/1999,Topeka,Kansas
Mable Persicke,Female,31/12/1999,New York City,New York
Giacinta Guiel,Female,13/12/1999,Brooklyn,New York
Francklyn Inglefield,Male,29/02/2000,Schenectady,New York
Dody Storrs,Female,03/01/2000,Syracuse,New York
Morlee Eichmann,Male,13/10/1999,New York City,New York
Egor Bendel,Male,06/02/2000,Jamaica,New York
Marietta Huthart,Male,23/11/1999,Albany,New York
Daisie Giacopelo,Female,04/01/2000,Syracuse,New York
Jacquette Beden,Female,11/10/1999,New York City,New York
Toddy Sand,Male,09/10/1999,Topeka,Kansas
Clarance Box,Male,05/02/2000,Buffalo,New York
Kylila Chaters,Female,15/10/1999,Shawnee Mission,Kansas
Jamison Warbys,Male,09/10/1999,Rochester,New York
Corly Bischoff,Female,29/03/2000,Buffalo,New York
Dav Pagel,Male,19/03/2000,Brooklyn,New York
Charlton Valentinuzzi,Male,03/02/2000,New York City,New York
Joyous Dumingos,Female,25/01/2000,Buffalo,New York
Julia Jerrans,Female,19/12/1999,New Hyde Park,New York
Mano Reddel,Male,01/12/1999,Topeka,Kansas
Tull Robertacci,Male,23/02/2000,New York City,New York
Granny McDavitt,Male,05/12/1999,Albany,New York
Linnea Penticoot,Female,25/03/2000,Jamaica,New York
Isa Springer,Male,21/12/1999,Wichita,Kansas
Manfred Bawdon,Male,09/01/2000,Shawnee Mission,Kansas
Derrick Cowoppe,Male,16/02/2000,New York City,New York
Mikkel Kidney,Male,15/10/1999,New York City,New York
Homerus Brunesco,Male,05/01/2000,Brooklyn,New York
Freda Mathieu,Female,13/03/2000,Buffalo,New York
Cora Eyer,Female,04/10/1999,New York City,New York
Andreana Chace,Female,22/01/2000,White Plains,New York
Bentley Speed,Male,02/11/1999,Jamaica,New York
Peggy Boylund,Female,18/01/2000,New York City,New York
Charlie Rollo,Male,01/11/1999,New York City,New York
Talbot Morris,Male,08/01/2000,Albany,New York
Chilton Midson,Male,18/01/2000,Topeka,Kansas
Alexandr Kitchin,Male,29/03/2000,Rochester,New York
Jone Vosper,Male,21/03/2000,New York City,New York
Hervey Farrance,Male,01/12/1999,Syracuse,New York
Husein Zahor,Male,20/03/2000,New York City,New York
Lazare Spowage,Male,14/03/2000,Shawnee Mission,Kansas
Trixie Mulford,Female,02/01/2000,Rochester,New York
Hasheem Boggon,Male,13/01/2000,Rochester,New York
Blakeley Muckleston,Female,21/03/2000,Albany,New York
Shani Gravatt,Female,31/12/1999,New York City,New York
Humbert Ridge,Male,31/12/1999,Albany,New York
Oneida Dunbavin,Female,13/02/2000,Flushing,New York
Lucine Willoughby,Female,30/03/2000,Bronx,New York
Alberik Gregoire,Male,12/10/1999,Buffalo,New York
Jilli Bartomeu,Female,10/01/2000,New York City,New York
Drusilla Tanfield,Female,14/01/2000,Albany,New York
Florella Salmons,Female,24/11/1999,Buffalo,New York
Omero Chazerand,Male,27/02/2000,Shawnee Mission,Kansas
Mariana Klas,Female,24/11/1999,New York City,New York
Tammi Kolodziejski,Female,10/11/1999,Jamaica,New York
Lynette Feander,Female,24/12/1999,New York City,New York
Salome Akam,Female,21/03/2000,New York City,New York
Burnard Abbay,Male,25/01/2000,New York City,New York
Quincey Dikelin,Male,28/11/1999,New York City,New York
Jule Knoles,Male,24/03/2000,Brooklyn,New York
Silvanus Raft,Male,26/03/2000,New York City,New York
Pancho Lidgley,Male,02/10/1999,Hicksville,New York
Nels Learoyde,Male,28/10/1999,New York City,New York
Josefa Dulanty,Female,08/01/2000,Topeka,Kansas
Mag Clapston,Female,26/11/1999,Shawnee Mission,Kansas
Sidoney Landreth,Female,26/02/2000,Albany,New York
Remus McColl,Male,15/10/1999,Albany,New York
Wilton Diggles,Male,07/10/1999,Topeka,Kansas
Jermaine Kemble,Male,28/12/1999,Wichita,Kansas
Godard Corbishley,Male,05/12/1999,Syracuse,New York
Dione Yurocjkin,Female,09/11/1999,Shawnee Mission,Kansas
Silvain Alam,Male,30/10/1999,Bronx,New York
Branden Langdon,Male,12/03/2000,Schenectady,New York
Zechariah Buxcey,Male,28/01/2000,Buffalo,New York
Kendricks Fasham,Male,02/01/2000,Wichita,Kansas
Winnifred Beckhurst,Female,23/10/1999,Wichita,Kansas
Osbourne Churly,Male,15/03/2000,Rochester,New York
Weidar Balke,Male,12/03/2000,Albany,New York
Bertha Wansbury,Female,16/01/2000,Buffalo,New York
Elwood Andrag,Male,20/03/2000,Mount Vernon,New York
Hollis Cruickshank,Male,04/03/2000,New York City,New York
Roderick Riccardini,Male,28/01/2000,Buffalo,New York
Vaughn Twigge,Male,19/02/2000,New York City,New York
Catharine Kohrsen,Female,09/02/2000,Buffalo,New York
Andris Boal,Male,14/12/1999,Rochester,New York
Melvin Huffer,Male,07/10/1999,White Plains,New York
Jed Shobbrook,Male,10/01/2000,Schenectady,New York
Levey Dowsing,Male,29/01/2000,Flushing,New York
Granger Inglish,Male,09/11/1999,New York City,New York
Brittan Gillies,Female,02/01/2000,Schenectady,New York
Greg Goldingay,Male,11/02/2000,Great Neck,New York
Clarette Hoodspeth,Female,21/10/1999,Topeka,Kansas
Maximilianus Forryan,Male,17/11/1999,Bronx,New York
Hobie Weldrick,Male,13/01/2000,Brooklyn,New York
Angelle Giabuzzi,Female,14/10/1999,New York City,New York
Marena Eichmann,Female,08/03/2000,Buffalo,New York
Karlyn Simoncello,Female,19/10/1999,White Plains,New York
Kasper Grahl,Male,18/12/1999,Topeka,Kansas
Roberta MacPaden,Female,18/10/1999,New York City,New York
Kaylyn Bird,Female,05/02/2000,New York City,New York
Gerry Spellacy,Male,24/03/2000,Albany,New York
Lita Lauxmann,Female,22/02/2000,New York City,New York
Rori Hort,Female,28/11/1999,New York City,New York
Corliss Donwell,Female,23/12/1999,Bronx,New York
Robinett Withrop,Female,30/10/1999,Albany,New York
Gordy Merriday,Male,22/10/1999,Albany,New York
Clemmie Cossell,Male,30/01/2000,Rochester,New York
Wilona Leas,Female,02/03/2000,Syracuse,New York
Heida Skrzynski,Female,27/11/1999,Kansas City,Kansas
Ignatius Drennan,Male,14/03/2000,Wichita,Kansas
Effie Janzen,Female,16/01/2000,Syracuse,New York
Ted Ashborne,Male,29/03/2000,New York City,New York
Jesse Phillott,Female,16/10/1999,Topeka,Kansas
Mirabella Orae,Female,21/12/1999,Wichita,Kansas
Tabby Sorbey,Male,06/03/2000,New York City,New York
Yves Ridd,Male,13/10/1999,Buffalo,New York
Marris Mayward,Female,08/02/2000,New York City,New York
Alonso Zannotti,Male,01/10/1999,New York City,New York
Hugo Covill,Male,17/12/1999,Kansas City,Kansas
Yule Tullis,Male,06/01/2000,Jamaica,New York
Debora Brunet,Female,23/11/1999,Brooklyn,New York
Vincent Grigorkin,Male,02/11/1999,Buffalo,New York
Sheelah Bouchier,Female,02/10/1999,Albany,New York
Wyn Rangle,Male,01/01/2000,Buffalo,New York
Grover Chrestien,Male,04/02/2000,New York City,New York
Kasey Dibdin,Female,24/02/2000,Buffalo,New York
Maggie Crum,Female,11/11/1999,Schenectady,New York
Tomaso Pescud,Male,24/10/1999,Jamaica,New York
Viki Mariner,Female,30/11/1999,New York City,New York
Lacie Ruselin,Female,12/11/1999,Albany,New York
Svend Hurburt,Male,15/02/2000,Albany,New York
Denise Wrettum,Female,16/01/2000,Brooklyn,New York
Mitzi Cochrane,Female,17/01/2000,Albany,New York
Ramona Andrea,Female,25/03/2000,Wichita,Kansas
Laurette Boddice,Female,20/12/1999,Utica,New York
Addi Dumphry,Female,10/10/1999,New York City,New York
Gael Argrave,Female,19/12/1999,Bronx,New York
Ede Tuma,Female,15/11/1999,Albany,New York
Geordie Reuther,Male,13/11/1999,Shawnee Mission,Kansas
Clim Paybody,Male,12/11/1999,Kansas City,Kansas
Hillary Phizackarley,Male,19/12/1999,New York City,New York
Drusilla Gallo,Female,28/11/1999,New York City,New York
Barnebas Mabon,Male,22/10/1999,Syracuse,New York
Ariadne MacDermand,Female,16/03/2000,New York City,New York
Gratiana Waterstone,Female,27/10/1999,New York City,New York
Darlene McKinnon,Female,22/11/1999,New York City,New York
Creigh Matiashvili,Male,04/03/2000,New York City,New York
Ranice Lowndesbrough,Female,23/02/2000,New York City,New York
Emmery Giannazzo,Male,09/03/2000,Brooklyn,New York
Adrian Greengrass,Male,27/03/2000,Flushing,New York
Beauregard Roebuck,Male,08/01/2000,Buffalo,New York
Forester Brinkworth,Male,28/02/2000,Brooklyn,New York
Alta Prene,Female,02/11/1999,Albany,New York
Jackie Cliff,Female,17/03/2000,Rochester,New York
Scottie Manon,Male,01/12/1999,Jamaica,New York
Moe Brett,Male,01/01/2000,Brooklyn,New York
Ilyse Saye,Female,20/02/2000,New York City,New York
Nickolaus Matczak,Male,04/12/1999,Topeka,Kansas
Osbourne Chatell,Male,20/10/1999,Brooklyn,New York
Merill Gwinnell,Male,26/11/1999,Topeka,Kansas
Neel Switzer,Male,10/03/2000,Jamaica,New York
Leigha Witter,Female,13/03/2000,New York City,New York
Annette Pearsall,Female,01/02/2000,New York City,New York
Tobit Ikin,Male,14/03/2000,Rochester,New York
Josephine Lourens,Female,13/01/2000,New York City,New York
Freeman Vagges,Male,21/03/2000,Hicksville,New York
Charlot von Hagt,Female,24/03/2000,Rochester,New York
Pablo Bubb,Male,06/03/2000,Utica,New York
Olympia Braunfeld,Female,07/10/1999,New York City,New York
Dacia Cottis,Female,29/02/2000,Topeka,Kansas
Wilhelm Fitzpatrick,Male,20/02/2000,Topeka,Kansas
Boyce Conklin,Male,07/02/2000,New York City,New York
Ardene Ringwood,Female,02/02/2000,Bronx,New York
Ardyce Garrad,Female,15/12/1999,New York City,New York
Jami Egdell,Female,19/03/2000,Brooklyn,New York
Menard Torel,Male,18/12/1999,New York City,New York
Gabbey Redpath,Female,02/01/2000,New York City,New York
Brinna Beckenham,Female,19/02/2000,White Plains,New York
Karol Capitano,Female,03/02/2000,Topeka,Kansas
Karly Berthelmot,Female,06/12/1999,Brooklyn,New York
Lindi Atcheson,Female,28/02/2000,Topeka,Kansas
Engelbert Test,Male,08/12/1999,New York City,New York
Anet Gladeche,Female,06/01/2000,Jamaica,New York
Gretal Boomes,Female,13/12/1999,Albany,New York
Frasquito Wind,Male,15/03/2000,Wichita,Kansas
Adolpho Cabel,Male,07/02/2000,New York City,New York
Angil Shorthouse,Female,10/01/2000,White Plains,New York
Kristoffer Wasselin,Male,11/11/1999,New York City,New York
Perla Hambrick,Female,14/02/2000,Rochester,New York
Rasia O'Harney,Female,27/11/1999,White Plains,New York
Coraline McCafferky,Female,24/01/2000,New York City,New York
Brook Kauffman,Male,01/11/1999,Bronx,New York
Madalena Castello,Female,27/01/2000,Utica,New York
Frannie Bolan,Female,04/02/2000,Topeka,Kansas
Devina Risley,Female,19/03/2000,Shawnee Mission,Kansas
Bone Schuler,Male,01/02/2000,Buffalo,New York
Odell Satterly,Male,30/11/1999,Albany,New York
Morris Camerana,Male,16/02/2000,Kansas City,Kansas
Deborah Heathcote,Female,19/03/2000,New York City,New York
Elise Bawme,Female,09/10/1999,Rochester,New York
Matthew Seal,Male,08/01/2000,Bronx,New York
Milo Waite,Male,30/11/1999,New York City,New York
Krispin Bleas,Male,08/11/1999,Albany,New York
Ivy Bortolotti,Female,21/12/1999,Albany,New York
Bailie Attfield,Male,13/02/2000,Buffalo,New York
David Blais,Male,19/11/1999,Jamaica,New York
Lennard Von Der Empten,Male,17/10/1999,New York City,New York
Kassi Betteson,Female,19/01/2000,Jamaica,New York
Fremont Ofener,Male,27/02/2000,Brooklyn,New York
Matt Hanner,Male,23/02/2000,Jamaica,New York
Mellisent Holttom,Female,16/12/1999,Jamaica,New York
Noami Anstis,Female,28/01/2000,Wichita,Kansas
Hyman Loadsman,Male,15/02/2000,White Plains,New York
Ruby Fratson,Male,25/03/2000,Buffalo,New York
Nanine Flye,Female,07/10/1999,Wichita,Kansas
Dex Lidbetter,Male,29/03/2000,Shawnee Mission,Kansas
Tracy Braven,Male,29/10/1999,Jamaica,New York
Margy Sunock,Female,01/12/1999,Brooklyn,New York
Isac Athersmith,Male,14/12/1999,Syracuse,New York
Adamo Helix,Male,26/01/2000,New York City,New York
Kerwin Girvan,Male,29/10/1999,Rochester,New York
Aymer Duchant,Male,26/02/2000,New York City,New York
Loria Ream,Female,09/02/2000,New York City,New York
Davidson Rumbelow,Male,10/12/1999,Jamaica,New York
Celestyn Kennicott,Female,03/10/1999,Brooklyn,New York
Tera Curling,Female,19/03/2000,Syracuse,New York
Warde Pires,Male,28/10/1999,Jamaica,New York
Eadie Duckerin,Female,22/01/2000,Jamaica,New York
Giffer Abbots,Male,13/10/1999,Brooklyn,New York
Denny Kineton,Male,29/10/1999,Topeka,Kansas
Terri Tummond,Male,07/02/2000,New York City,New York
Dorthea Althorp,Female,16/12/1999,New York City,New York
Stephan Sparkwell,Male,08/01/2000,Bronx,New York
Dick Doddrell,Male,19/03/2000,Shawnee Mission,Kansas
Rogerio Blackney,Male,22/12/1999,Jamaica,New York
Laurens Ducket,Male,17/03/2000,New York City,New York
Anneliese Macon,Female,06/10/1999,New York City,New York
Murvyn Roebuck,Male,28/03/2000,Topeka,Kansas
Rubin Conochie,Male,27/01/2000,New York City,New York
Cesare Burel,Male,11/02/2000,Great Neck,New York
Joellyn Askaw,Female,18/01/2000,New York City,New York
Mark Emsden,Male,04/01/2000,New York City,New York
Viviana Anthoine,Female,06/11/1999,New York City,New York
Vilma Svanini,Female,28/02/2000,Wichita,Kansas
Dilly Jordin,Male,10/02/2000,Bronx,New York
Brigg Penvarne,Male,30/03/2000,Topeka,Kansas
Arlyne Aldie,Female,05/02/2000,Rochester,New York
Osbourne Mohamed,Male,18/12/1999,Kansas City,Kansas
Giana Bramhall,Female,21/11/1999,Wichita,Kansas
Maribeth De Carlo,Female,02/01/2000,Brooklyn,New York
Godiva Hynam,Female,19/11/1999,Schenectady,New York
Sybila Guyers,Female,31/01/2000,Kansas City,Kansas
Quinlan Haighton,Male,22/11/1999,Albany,New York
Rina Odell,Female,01/10/1999,Topeka,Kansas
Rosemarie Plackstone,Female,28/10/1999,New York City,New York
Coletta Wickens,Female,23/03/2000,Wichita,Kansas
Durward Noto,Male,02/01/2000,Buffalo,New York
Randell MacMurray,Male,23/10/1999,Albany,New York
Ginnifer de Guerre,Female,06/10/1999,Brooklyn,New York
Harlen Nice,Male,08/01/2000,Syracuse,New York
Leroi Doctor,Male,28/02/2000,Syracuse,New York
Guillema Denton,Female,08/11/1999,Shawnee Mission,Kansas
Neala Arnefield,Female,17/10/1999,Rochester,New York
Odie Athow,Male,15/01/2000,Great Neck,New York
Issie Halloran,Female,30/03/2000,Wichita,Kansas
Godiva McMonnies,Female,20/02/2000,White Plains,New York
Chrissy McMurdo,Female,26/02/2000,Wichita,Kansas
Juli Arlidge,Female,09/11/1999,Wichita,Kansas
Gabbie Simpson,Male,30/01/2000,Bronx,New York
Laraine Batthew,Female,01/02/2000,Brooklyn,New York
Mala Parmeter,Female,27/01/2000,Flushing,New York
Immanuel Carine,Male,05/01/2000,Brooklyn,New York
Saundra Cason,Male,12/10/1999,Shawnee Mission,Kansas
Brenden Cohn,Male,13/10/1999,Shawnee Mission,Kansas
Mikael Mordin,Male,11/01/2000,New York City,New York
Torrey Awcock,Male,19/10/1999,Albany,New York
Etty Kinnett,Female,05/10/1999,Bronx,New York
Fernando Rizzardo,Male,14/12/1999,White Plains,New York
Ferdie Arniz,Male,09/01/2000,Elmira,New York
Wini Bucky,Female,31/01/2000,New York City,New York
Gideon Klemmt,Male,26/12/1999,New York City,New York
Arch Harper,Male,30/03/2000,Topeka,Kansas
Kippy O'Teague,Female,01/10/1999,Wichita,Kansas
Stephanus Kerss,Male,01/11/1999,New York City,New York
Hastings Hayto,Male,04/01/2000,Wichita,Kansas
Emmalynne Ambroise,Female,20/12/1999,Jamaica,New York
Staffard Britcher,Male,17/03/2000,Rochester,New York
Panchito McNeilley,Male,10/11/1999,New York City,New York
Caye Yegorkov,Female,16/03/2000,Shawnee Mission,Kansas
Kevon Turbayne,Male,08/12/1999,Buffalo,New York
Hanny Jelkes,Female,11/10/1999,New York City,New York
Shelley Christmas,Female,28/01/2000,Albany,New York
Ricca Feakins,Female,16/11/1999,Jamaica,New York
Klara Cubberley,Female,13/01/2000,Brooklyn,New York
Ellery Yakovlev,Male,21/11/1999,New York City,New York
Bibi Rusbridge,Female,15/02/2000,Flushing,New York
Merridie Blanchard,Female,21/12/1999,Staten Island,New York
Luis Fedorski,Male,07/12/1999,White Plains,New York
Marci Simonel,Female,17/03/2000,Brooklyn,New York
Vinnie Ortzen,Male,28/11/1999,Albany,New York
Berti Olexa,Male,03/03/2000,Bronx,New York
Boot Sunshine,Male,27/12/1999,New York City,New York
Dyanna Chasemoore,Female,10/11/1999,Albany,New York
Barb O'Fogarty,Female,22/10/1999,Brooklyn,New York
Pierce ffrench Beytagh,Male,03/11/1999,Jamaica,New York
Berget Judkins,Female,17/01/2000,Yonkers,New York
Kaye Tremblet,Female,14/12/1999,Elmira,New York
Saraann Grass,Female,16/10/1999,Jamaica,New York
Colin Szimoni,Male,09/11/1999,White Plains,New York
Harriett Dyter,Female,03/01/2000,Brooklyn,New York
Celestia Snoad,Female,22/10/1999,White Plains,New York
Lind Mackison,Female,18/02/2000,Buffalo,New York
Caleb Seldner,Male,17/12/1999,Mount Vernon,New York
Lon Thompstone,Male,16/02/2000,Buffalo,New York
Farrell Espadate,Male,11/03/2000,New York City,New York
Elnar Leney,Male,07/12/1999,New York City,New York
Melisent Johansen,Female,19/10/1999,New York City,New York
Vale Swinfon,Male,30/10/1999,Syracuse,New York
Matty Tolworthy,Female,02/03/2000,Schenectady,New York
Shep Markovic,Male,29/12/1999,Jamaica,New York
Ingrid Stallworth,Female,07/12/1999,New York City,New York
Lorin Andor,Male,18/12/1999,Great Neck,New York
Webb Widd,Male,29/11/1999,New York City,New York
Fergus Leathart,Male,04/02/2000,Buffalo,New York
Reginauld Bonhomme,Male,18/03/2000,New York City,New York
Maybelle Harding,Female,12/01/2000,Topeka,Kansas
Ansell Rilings,Male,17/01/2000,Shawnee Mission,Kansas
Dulsea Treswell,Female,21/10/1999,Topeka,Kansas
Shani Smowton,Female,04/01/2000,Shawnee Mission,Kansas
Eveline Trelease,Female,20/03/2000,Albany,New York
Maressa Tackle,Female,03/02/2000,Jamaica,New York
Spencer Islip,Male,07/02/2000,New York City,New York
Thaxter Aingel,Male,03/01/2000,Buffalo,New York
Clemens Trusdale,Male,21/01/2000,Jamaica,New York
Nanci Felkin,Female,24/10/1999,New York City,New York
Laureen Warlowe,Female,26/02/2000,New York City,New York
Jess Seagar,Male,07/02/2000,New York City,New York
Evvy Pottinger,Female,25/01/2000,White Plains,New York
Athena Shortt,Female,08/12/1999,Rochester,New York
Perice Lilburne,Male,28/10/1999,Syracuse,New York
Evin Dennison,Male,19/01/2000,Kansas City,Kansas
Willette Kollasch,Female,27/10/1999,Port Washington,New York
Abdul Chidley,Male,10/03/2000,Shawnee Mission,Kansas
Harriet MacElholm,Female,24/10/1999,Jamaica,New York
Davina Jobbins,Female,12/01/2000,New York City,New York
Darius Ragg,Male,27/03/2000,Buffalo,New York
Janina Shutler,Female,22/03/2000,Jamaica,New York
Daryl Skillern,Female,19/12/1999,Rochester,New York
Sheppard Dolle,Male,13/12/1999,White Plains,New York
Consalve Howey,Male,19/01/2000,Albany,New York
Bartel Hrishchenko,Male,05/12/1999,Buffalo,New York
Killie Colicot,Male,05/03/2000,Shawnee Mission,Kansas
Edie Haquard,Female,19/01/2000,New York City,New York
Tessi Nanninini,Female,01/11/1999,Wichita,Kansas
Kellen Nockolds,Male,09/03/2000,New York City,New York
Catharina Sommersett,Female,16/01/2000,Wichita,Kansas
Maud Hartford,Female,11/02/2000,Wichita,Kansas
Rafaelia Winder,Female,11/01/2000,Rochester,New York
Lotte Eteen,Female,26/01/2000,Albany,New York
Opalina Cheek,Female,03/01/2000,New York City,New York
Melisent Hallitt,Female,14/11/1999,Albany,New York
Harv Coxen,Male,20/02/2000,New York City,New York
Gerald Geare,Male,09/10/1999,Albany,New York
Hayward Blackmoor,Male,20/01/2000,New York City,New York
Eolanda Devenish,Female,18/11/1999,Wichita,Kansas
Vonny Hume,Female,07/10/1999,Jamaica,New York
Amos Bilston,Male,04/10/1999,Port Washington,New York
Rudy McCuthais,Male,12/11/1999,Albany,New York
Garrott Ferrea,Male,22/10/1999,New York City,New York
Marcela Matteoni,Female,12/11/1999,New York City,New York
Sharona Olenchenko,Female,26/03/2000,Albany,New York
Samson Longforth,Male,06/02/2000,Shawnee Mission,Kansas
Igor Kornousek,Male,31/12/1999,Syracuse,New York
Pandora Castiblanco,Female,10/03/2000,Jamaica,New York
Vanna Plewes,Female,06/10/1999,Buffalo,New York
Dana Derisley,Male,30/01/2000,Brooklyn,New York
Erie Wragg,Male,11/10/1999,New York City,New York
Kalli Denyukin,Female,31/12/1999,Albany,New York
Trevar Gorman,Male,06/01/2000,Buffalo,New York
Jessa Vogeller,Female,08/12/1999,Rochester,New York
Gerome Rolse,Male,12/11/1999,Rochester,New York
Flora Sail,Female,11/03/2000,Brooklyn,New York
Tandi Lawranson,Female,26/10/1999,New York City,New York
Hermie Skentelbury,Male,12/02/2000,Wichita,Kansas
Anatollo Ailmer,Male,16/12/1999,Topeka,Kansas
Hazel Gronou,Female,03/12/1999,New York City,New York
Brenda Blampied,Female,16/12/1999,Schenectady,New York
Chucho Houndsom,Male,06/10/1999,Syracuse,New York
Debor Charles,Female,14/11/1999,Rochester,New York
Jsandye Waight,Female,15/11/1999,New York City,New York
Stefania Janic,Female,22/10/1999,New York City,New York
Crystie Hollyland,Female,05/03/2000,Buffalo,New York
Derek Grinnikov,Male,15/10/1999,New York City,New York
Bengt Tomblings,Male,29/01/2000,Buffalo,New York
Malina Winham,Female,25/02/2000,Syracuse,New York
Brett Lemar,Female,05/03/2000,New York City,New York
Shelley Mandell,Male,07/12/1999,Flushing,New York
Nobie Hurtado,Male,05/01/2000,Topeka,Kansas
Zach Headly,Male,14/03/2000,New York City,New York
Karlan Ullyatt,Male,04/10/1999,New York City,New York
Rob Fernie,Male,02/02/2000,Topeka,Kansas
Fairlie Petett,Male,28/12/1999,Rochester,New York
Cassey Stuffins,Female,18/11/1999,New York City,New York
Leonie Otterwell,Female,13/02/2000,Topeka,Kansas
Abraham Ragat,Male,26/12/1999,Port Washington,New York
Corissa Devenish,Female,13/11/1999,Wichita,Kansas
Hermann Hemmingway,Male,06/11/1999,White Plains,New York
Frankie Manuelli,Male,08/01/2000,New York City,New York
Ellsworth McAnulty,Male,06/11/1999,Wichita,Kansas
Kristel Playford,Female,29/10/1999,Buffalo,New York
Gianina Rubenfeld,Female,25/02/2000,New York City,New York
Harmony Thorrold,Female,26/12/1999,Shawnee Mission,Kansas
Natalee Tomenson,Female,12/02/2000,Wichita,Kansas
